city,state,2010population,2011population,2012population,2013population,2014population,2015population,2016population,populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,dnrCount,zeroCount
Lenoir,North Carolina,17840,18459,18270,17926,17994,17844,17822,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Lenoir City,Tennessee,8202,8720,8836,8945,9058,9126,9175,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Lenox,Massachusetts,5027,5056,5039,4993,4973,4986,4971,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Lenzburg,Illinois,525,523,No Data,No Data,494,493,487,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Leola,South Dakota,374,463,461,449,450,441,437,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leominster,Massachusetts,41884,41007,41262,41175,41179,41261,41547,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Leon,Iowa,1838,708,708,696,1885,1895,1890,,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0, DNR, DNR,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,,
Leon Valley,Texas,11181,10365,10558,10833,10961,11224,11376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leonard,Texas,No Data,2032,2016,No Data,No Data,No Data,1969,,DNR,DNR,DNR,DNR,0,1,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Leonia,New Jersey,8636,8967,9040,9055,9121,9170,9224,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lepanto,Arkansas,2001,1907,1895,1861,1844,1844,1824,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leslie,Michigan,2280,1850,1857,1844,1840,1858,384,,0,0,0,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,,
Lester Prairie,Minnesota,No Data,No Data,1732,No Data,No Data,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Level Plains,Alabama,1537,2095,2078,2092,2033,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Levelland,Texas,12389,13827,13719,13681,14042,14071,13997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Leverett,Massachusetts,1778,1862,1874,1871,1863,1856,1843,,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lewes,Delaware,3222,2775,2820,2869,2933,2993,3065,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lewisboro Town,New York,12425,12467,12569,12614,12712,12799,12862,,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lewisburg,Kentucky,3545,3835,3859,3981,3985,3966,3971,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lewisport,Kentucky,1642,1682,1677,1701,1712,1719,1704,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lewiston,Maine,31860,36587,36519,32093,36402,1572,1562,,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lewiston Town and Village,New York,16604,16335,16319,16175,16145,16071,16009,,0,0,0,0,DNR,0,0,DNR,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lewiston Woodville,North Carolina,No Data,No Data,No Data,No Data,No Data,506,500,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,,
Lewistown,Montana,5936,5953,8383,5838,8328,8289,8260,,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Lewisville,Texas,1105,1290,100216,100710,102439,1181,1161,,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lexington,Tennessee,6934,7126,7072,6995,311848,7356,7264,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,7,0,0,0,0,0,0,0,0,,
Libby,Montana,2898,2651,2630,2703,2704,2659,2646,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Liberal,Kansas,759,762,755,751,749,727,714,,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Liberty,Kentucky,8307,8574,8282,8857,8945,9050,9169,,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Liberty Lake,Washington,8300,7710,7709,7979,8436,8911,9187,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Liberty Township,Ohio,11649,12071,12002,11885,11825,11723,11655,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Liberty Township, Adams County",Pennsylvania,1331,1241,1240,1240,1236,1242,1250,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0, DNR, DNR,0, DNR, DNR, DNR,0, DNR, DNR, DNR,0, DNR, DNR, DNR,,
"Liberty Township, Bedford County",Pennsylvania,1439,No Data,1369,No Data,No Data,No Data,No Data,,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Liberty Village,New York,3804,4412,4380,4285,4251,4160,4090,,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,
Libertyville,Illinois,No Data,No Data,20405,20368,20456,20555,20454,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Licking,Missouri,2957,3135,3126,3061,3104,3105,3113,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lighthouse Point,Florida,11232,10485,10680,10831,10943,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Ligonier,Indiana,1598,1578,1573,1547,1557,1544,1534,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Ligonier Township,Pennsylvania,6763,6624,6602,6541,6565,6541,6525,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0, DNR, DNR, DNR,,
Lilbourn,Missouri,1222,No Data,No Data,No Data,1138,1130,1126,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0, DNR, DNR,0,0,0,0,0,0,0,0,,
Lilburn,Georgia,11645,11749,12079,12455,12610,12761,12854,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0, DNR,0,0,0, DNR,0,0,0,0,,
Lilesville,North Carolina,415,543,533,519,514,509,499,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lillington,North Carolina,3489,3235,3312,3391,3460,3512,3532,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lima,Ohio,No Data,No Data,No Data,38214,38265,38154,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR, DNR, DNR,1,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,,
Limerick Township,Pennsylvania,17476,18132,18213,18619,18738,18921,18939,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0, DNR, DNR,,
Limestone,Maine,2252,2314,2306,2269,2245,2224,2202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Limon,Colorado,1644,1913,1900,1864,1850,1888,1917,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lincoln,Massachusetts,22133,21080,21088,21334,21425,21617,21770,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lincoln City,Oregon,8144,8014,7969,7976,8069,8064,8588,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
Lincoln Heights,Ohio,3900,3288,3279,3394,3388,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lincoln Park,Michigan,10663,10556,10628,10522,10456,10471,10327,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Lincoln Township,Michigan,14281,14680,14714,14618,14510,14527,14500,,0,1,DNR,DNR,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,
Lincolnshire,Illinois,No Data,No Data,7306,7271,7279,7295,7282,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lincolnton,Georgia,11017,10619,10675,10686,10803,10790,10981,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lincolnville,Maine,2205,2164,2164,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lincolnwood,Illinois,No Data,12628,12652,12675,12721,12710,12655,,DNR,DNR,DNR,DNR,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lindale,Texas,5028,4919,4974,5257,5450,5680,5883,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Linden,New Jersey,2076,2030,2004,1964,1978,1968,1978,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lindenhurst,Illinois,14743,14506,14529,14470,14519,14484,14408,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lindenwold,New Jersey,17875,17672,17685,17863,17503,17342,17340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Lindon,Utah,11047,10264,10488,10550,10734,10876,10958,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Lindsay,California,2916,2870,2844,2788,2800,2818,2829,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lindsborg,Kansas,3237,3480,3483,3468,3488,3434,3369,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Linesville,Pennsylvania,1086,1043,1039,1016,1012,1001,990,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Lineville,Alabama,2333,2407,No Data,No Data,2304,2305,2306,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0, DNR, DNR,0,0,0,0,,
Linn,Missouri,1433,1464,1466,1453,1434,1434,1423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Linn Creek,Missouri,310,245,242,243,244,244,244,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Linn Township,Wisconsin,No Data,No Data,No Data,No Data,No Data,No Data,2404,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Linn Valley,Kansas,572,809,805,792,798,798,806,,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Linndale,Ohio,No Data,No Data,No Data,No Data,178,177,175,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,0,0, DNR,0,0,0,0,0,,
Lino Lakes,Minnesota,20953,No Data,No Data,20910,21016,21125,21212,,DNR,1,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Linton,North Dakota,No Data,1115,1121,5359,5326,5311,No Data,,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0, DNR, DNR,DNR,DNR,DNR,DNR,,
Linwood,New Jersey,7275,7116,7122,7089,7069,7042,6950,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Lipscomb,Alabama,2036,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lisbon,Iowa,2185,2190,2182,2771,2755,2737,2709,,0,0,0,0,0,0,0,0,0,0,1,0, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lisle,Illinois,No Data,No Data,22550,22717,22830,22917,23063,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Litchfield,Michigan,8852,8282,8307,8344,8363,8453,8482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lithonia,Georgia,2335,1949,1967,No Data,No Data,2016,2042,,0,0,0,0,0,0,DNR,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,,
Lithopolis,Ohio,No Data,No Data,1112,1203,1256,1335,1401,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lititz,Pennsylvania,9107,9399,9458,9389,9393,9404,9232,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Little Beaver Township,Pennsylvania,1283,1415,1407,1389,1376,No Data,1357,,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,,
Little Canada,Minnesota,No Data,9848,No Data,10083,10207,10341,No Data,,DNR,DNR,DNR,DNR,0,DNR,DNR,0,DNR,DNR,DNR,DNR,0,0, DNR, DNR,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,,
Little Compton,Rhode Island,3516,3488,3480,3474,3518,3508,3505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Little Egg Harbor Township,New Jersey,21508,20132,20261,20412,20401,20465,20686,,0,2,4,3,1,0,1,0,1,2,0,1,1,2,0,3,3,1,1,0,0,0,0,0, DNR,0,0,0,,
Little Elm,Texas,30854,26443,27246,29958,34603,38205,41421,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Little Falls,New York,4751,4968,4945,4912,4875,4823,4757,,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Little Falls Township,New Jersey,11703,14480,14520,14504,14564,14510,14478,,0,1,3,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,2,0,0,2, DNR,0,0,3,,
Little Ferry,New Jersey,10510,10661,10749,10774,10863,10903,10970,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Little Flock,Arkansas,3328,2605,2667,2699,2740,2750,2781,,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Little River,Kansas,524,561,560,543,547,547,541,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,,
Little Rock,Arkansas,192922,194988,196055,197399,198217,198647,198800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Little Silver,New Jersey,6175,5970,5985,5988,5895,5910,5901,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Littlefield,Texas,5654,6506,6560,6368,6246,6129,6033,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Littlestown,Pennsylvania,4190,4448,4443,4434,4445,4451,4486,,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,,
Littleton,Colorado,633,683,675,661,656,648,5905,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Littleville,Alabama,1056,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Live Oak,Florida,15079,13407,13657,14541,15160,15628,15809,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Livermore,California,81769,81920,82800,84350,86147,88316,89553,,1,11,3,0,2,0,0,0,2,1,0,0,0,0,1,0,3,0,0,0,3,1,1,0,0,0,0,0,,
Livermore Falls,Maine,3134,3187,3180,3161,3141,3134,3118,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Liverpool Township,Ohio,4108,4050,4005,3932,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Liverpool Village,New York,2305,2358,2360,2311,2307,2295,2284,,0,0,0,0,0,0,0,DNR,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Livingston,Alabama,6199,5447,5466,5207,5168,5129,7364,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Livingston Township,New Jersey,27775,29464,29556,29621,29694,30021,29788,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,1,,
Livonia,Michigan,87434,96869,96028,1439,94833,94521,94226,,0,4,1,0,1,1,2,5,4,2,1,5,0, DNR, DNR, DNR,0,1,1,0,0,0,0,0,0,0,3,1,,
Llano,Texas,3151,3300,3261,3249,3323,3338,3356,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lloyd Harbor Village,New York,3722,3676,3694,3683,3680,3692,3695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lloyd Town,New York,10623,10912,10918,10751,10669,10563,10568,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Loami,Illinois,777,No Data,750,755,750,756,756,,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Loch Arbour,New Jersey,274,195,195,193,193,189,186,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
Lochbuie,Colorado,No Data,No Data,No Data,No Data,5295,5435,5516,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,,
Lock Haven,Pennsylvania,8484,9803,9570,9806,10090,9887,9572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Lockhart,Alabama,14468,12965,13013,12971,13185,13354,13590,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lockland,Ohio,3463,3452,3441,3426,3434,3428,3422,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,,
Lockney,Texas,1634,1881,1854,1812,1758,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Lockport,Illinois,20175,21260,24999,20904,20799,20641,20519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lockwood,Missouri,887,939,930,893,No Data,904,No Data,,0,0,0,0,0,0,0,0,0,0,DNR,DNR, DNR,0, DNR, DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,DNR,DNR,DNR,DNR,,
Locust,North Carolina,2705,2967,2967,2948,2962,2961,2973,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Locust Grove,Georgia,1615,1438,1436,1416,1401,1400,1403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Locust Township,Pennsylvania,2563,No Data,2546,2540,2548,1421,1414,,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lodi,California,2909,3063,3062,3047,2789,2799,3052,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,,
Log Lane Village,Colorado,No Data,No Data,891,No Data,869,873,873,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Logan,Ohio,1500,1781,49672,49049,49049,49145,50767,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Logan Township,New Jersey,12341,12328,12325,12340,12325,12323,12313,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,,
Logansport,Indiana,No Data,No Data,No Data,No Data,17973,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Loganville,Georgia,11256,10596,10714,10699,10898,11162,11409,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Loma Linda,California,21896,23534,23819,23701,23798,23985,24190,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Lombard,Illinois,No Data,No Data,43482,43883,44026,44008,43866,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
Lometa,Texas,No Data,874,879,882,No Data,No Data,846,,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Lomira,Wisconsin,2422,2441,2433,2401,2373,No Data,2376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,,
Lomita,California,20106,20494,20591,20622,20677,20893,20889,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,
Lompoc,California,41049,42933,43120,43581,43809,44446,44541,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lonaconing,Maryland,1121,1226,1220,1164,1158,1142,1135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
London,Kentucky,9692,8048,9895,9867,9996,10094,10092,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
London Mills,Illinois,416,393,390,No Data,383,381,No Data,,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0, DNR, DNR,DNR,DNR,DNR,DNR,,
Londonderry,New Hampshire,25014,24161,24257,24338,24380,24491,25439,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lone Grove,Oklahoma,5496,5108,5142,5163,5204,5248,5243,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lone Jack,Missouri,1002,1054,1055,1069,1077,1088,1139,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
