city,state,2010population,2011population,2012population,2013population,2014population,2015population,2016population,populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,dnrCount,zeroCount
Vader,Washington,No Data,No Data,632,No Data,No Data,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Vadnais Heights,Minnesota,No Data,12397,No Data,12911,13182,13352,No Data,,DNR,DNR,DNR,DNR,0,DNR,DNR,0,DNR,DNR,DNR,DNR,0,0, DNR, DNR,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,,
Vaiden,Mississippi,847,737,No Data,No Data,No Data,No Data,No Data,,DNR,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Vail,Colorado,4794,5397,5343,5241,5316,5337,5496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Valders,Wisconsin,966,966,958,952,943,941,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,,
Valdese,North Carolina,4530,4547,4537,4493,4468,4449,4455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Valdez,Alaska,No Data,No Data,No Data,4032,4032,3903,3847,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Valdosta,Georgia,51089,55236,No Data,No Data,No Data,57009,55880,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0, DNR, DNR,0,0,0,0,,
Valentine,Nebraska,2530,2761,2779,2768,2802,2797,2857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vallejo,California,114258,117305,117912,118336,119504,121257,122293,,1,2,1,2,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Valley,Alabama,9966,9570,No Data,No Data,No Data,2120,2168,,0,0,0,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,,
Valley Brook,Oklahoma,No Data,No Data,No Data,No Data,788,786,784,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,0,,
Valley Center,Kansas,6799,6865,6896,7009,7056,7113,7302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Valley City,North Dakota,6477,6696,6730,6580,6720,6692,6680,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Valley Falls,Kansas,1140,1200,No Data,No Data,1152,1150,1150,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Valley Head,Alabama,667,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Valley Mills,Texas,1102,1228,1228,1187,1165,1162,1171,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Valley Township,Pennsylvania,7223,6816,6865,7300,7443,7662,7803,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Valley View,Texas,831,773,768,768,760,No Data,770,,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,,
"Valley View, Cuyahoga County",Ohio,No Data,No Data,No Data,No Data,2013,2010,2007,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,,
Valleyview,Ohio,No Data,No Data,No Data,629,No Data,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Valliant,Oklahoma,743,762,761,751,750,743,744,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Valmeyer,Illinois,1234,1267,1276,1273,1261,1261,1260,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Valparaiso,Florida,5783,5105,5164,32090,32382,32519,No Data,,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR,0,0,0,0,0,0,0, DNR,0,DNR,DNR,DNR,DNR,,
Van,Texas,2518,2687,No Data,2644,2653,2672,2695,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Van Alstyne,Texas,3018,3110,3104,3088,3107,3265,3406,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Van Buren,Arkansas,801,822,834,2125,839,833,836,,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Van Buren Township,Michigan,25627,28799,28548,28282,28269,28202,28090,,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2,2,,
Van Wert,Ohio,10022,10854,10792,10852,10763,10755,10794,,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Vance,Alabama,1307,1536,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Vanceboro,North Carolina,857,1018,1028,1015,1008,1012,998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vanceburg,Kentucky,1681,1528,1530,1466,1459,1467,1445,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vancouver,Washington,167264,164329,166375,166535,168688,171076,174912,,3,0,4,5,9,3,2,5,2,2,4,3,2,5,0,1,0,4,1,1,1,2,1,1,0,4,0,0,,
Vandalia,Illinois,14015,15257,15316,4060,15151,4196,15073,,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,,
Vandergrift,Pennsylvania,4970,5222,5203,5120,5091,5035,4999,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,,
Vandling,Pennsylvania,697,753,751,747,744,736,716,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Vanport Township,Pennsylvania,1317,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Vass,North Carolina,815,729,736,726,739,749,756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vassar,Michigan,2578,2695,2685,2635,2625,2611,2605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Veazie,Maine,1910,1919,1918,1895,1881,1875,1855,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Velda City,Missouri,1474,1425,1422,1411,1408,1403,1400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Velda Village Hills,Missouri,1022,1059,1056,1052,1051,1059,1059,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Veneta,Oregon,4565,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Venice,Florida,20997,21031,21182,21151,21378,21980,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0, DNR, DNR,1, DNR,DNR,DNR,DNR,DNR,,
Ventnor City,New Jersey,12177,10685,10693,10604,10625,10584,10455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ventura,California,104661,107684,108511,108204,109246,110077,110228,,2,1,2,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,,
Venus,Texas,No Data,No Data,3027,3105,3168,3289,3366,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Verdigris,Oklahoma,3245,4036,4055,4161,4275,4302,4428,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vergennes,Vermont,2675,2591,2580,2580,2586,2597,2630,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0, DNR, DNR,,
Vermilion,Ohio,No Data,No Data,No Data,10482,10468,10452,10404,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vermillion,South Dakota,10369,10700,10826,10892,10723,10732,10774,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Vermont,Illinois,739,669,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Vernal,Utah,9121,9264,9373,10099,10705,11346,11687,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Vernon,Alabama,2047,2208,2191,2187,2189,10422,10495,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vernon Hills,Illinois,24585,25189,25223,25860,25759,26132,26574,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vernon Township,New Jersey,5453,5648,5620,5544,5521,5502,5449,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Vernon Village,New York,1125,1177,1175,1160,1166,1157,1154,,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vernonia,Oregon,2294,No Data,No Data,2139,2157,2155,2139,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vero Beach,Florida,17254,15427,15527,15621,15876,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Verona,New Jersey,11715,10665,10824,11408,12078,12354,12942,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Versailles,Kentucky,1559,1520,2480,2414,2437,2435,2432,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vestal Town,New York,27146,28169,28018,27980,28019,28294,28253,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vestavia Hills,Alabama,31420,No Data,No Data,No Data,No Data,No Data,No Data,,DNR,DNR,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Vian,Oklahoma,1562,1482,1474,1411,1400,1395,1383,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Viborg,South Dakota,747,792,791,773,777,764,758,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Viburnum,Missouri,777,696,696,674,674,665,656,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vici,Oklahoma,No Data,No Data,No Data,No Data,708,719,731,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,0,,
Vicksburg,Michigan,24773,23946,23700,23318,23460,3252,3298,,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0, DNR, DNR,0,0,0,0,0,0,0,0,,
Victor,Colorado,396,404,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Victoria,Texas,1693,1746,1739,1687,1687,1690,1668,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Victorville,California,117057,117266,118687,121699,122316,123332,123438,,0,0,0,0,1,1,1,0,0,0,1,1,2,1,2,2,0,0,1,2,1,1,0,0,0,1,0,1,,
Vidalia,Georgia,10973,10611,10664,10652,10724,4168,4076,,0,0,DNR,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,,
Vidor,Texas,10611,10802,10974,10984,10954,10971,10991,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vienna,Virginia,10715,10763,10770,10664,10603,10515,10537,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vienna Township,Ohio,3808,3983,3959,3909,3871,3844,3817,,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0, DNR,0,0,0,0,0,0,0,1,0,0,0,1,,
Villa Hills,Kentucky,7704,7541,7540,7362,7440,7455,7499,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Villa Park,California,21984,21970,22067,22095,22136,22067,21976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Villa Rica,Georgia,13906,14140,14197,14307,14570,14884,15095,,0,0,0,0,0,DNR,DNR,DNR,0,0,0,DNR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Village of Leesburg,Ohio,1293,1315,1313,1290,1305,1292,1289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Village of Pinecrest,Florida,No Data,No Data,18912,19092,19241,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,1,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Ville Platte,Louisiana,No Data,No Data,No Data,No Data,No Data,No Data,7234,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,,
Vilonia,Arkansas,3753,3844,3939,4202,4326,4469,4568,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vincennes,Indiana,17883,18517,18507,18188,17990,No Data,17937,,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0, DNR, DNR, DNR,0,0,0,0,DNR,DNR,DNR,DNR, DNR, DNR,0,0,,
Vine Grove,Kentucky,4558,4551,4616,5298,5479,5782,5892,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Vineland,New Jersey,59924,60926,61252,60863,61115,61265,60823,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,,
Vinita,Oklahoma,6115,5804,No Data,5578,5554,5505,5621,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vinita Park,Missouri,1760,1887,1883,1880,1881,1886,1887,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vinita Terrace,Missouri,No Data,No Data,No Data,No Data,No Data,278,278,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0,0, DNR, DNR,0,0,,
Vinton,Virginia,3385,3241,8220,8104,8174,5136,8266,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vintondale,Pennsylvania,473,415,411,402,399,392,387,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR, DNR,0,0,0,0,0,,
Viola,Delaware,No Data,No Data,No Data,No Data,167,170,173,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0, DNR,0,0,0,0,0,0,0,0,0,,
Virden,Illinois,No Data,No Data,3482,3479,3441,3406,3384,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Virginia,Minnesota,8419,8779,8769,8625,8650,8635,8564,,0,0,0,DNR,0,0,DNR,DNR,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Virginia Beach,Virginia,435873,443226,447588,450687,451102,452797,453017,,3,5,5,6,4,5,4,3,2,0,0,0,1,1,1,2,3,2,1,2,1,0,4,3,0,0,3,2,,
Virginia Gardens,Florida,2241,2407,2464,2471,2481,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Viroqua,Wisconsin,4288,4381,4397,4411,4407,4374,4364,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Visalia,California,125036,125905,127604,127824,128488,130405,131186,,0,0,3,2,0,1,DNR,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,,
Vista,California,92765,94937,96087,96712,97651,99097,102307,,1,0,1,1,2,2,2,0,0,1,3,0,0,1,0,1,1,1,0,1,0,0,3,0,0,0,0,0,,
Vonore,Tennessee,1516,1487,1499,1484,1487,1476,1496,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Voorhees Township,New Jersey,32441,29228,29251,29284,29240,28890,29235,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,1,0,0,1,,
Wa Keeney,Kansas,1730,1874,1827,1852,1844,1783,1803,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wabash,Indiana,10677,No Data,No Data,No Data,10450,No Data,No Data,,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Wabasha,Minnesota,No Data,2540,No Data,2497,2489,2473,2437,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,DNR,DNR,DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waco,Texas,127039,127431,128595,127570,129944,131413,133790,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wadena,Minnesota,No Data,No Data,No Data,4092,4145,4107,4194,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,1,0,0,0,0,0,0,0,0,0,2,0,0,0, DNR,0,,
Wadesboro,North Carolina,5145,5887,5797,5673,5665,5574,5541,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wadley,Georgia,1857,2088,2053,1994,No Data,No Data,No Data,,DNR,DNR,DNR,0,0,0,DNR,DNR,0,0,DNR,DNR,0,0, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Wadsworth,Ohio,21212,21583,21682,21758,21894,21966,21910,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,,
Waelder,Texas,1025,1087,1087,1085,1101,1112,1115,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wagener,South Carolina,885,806,808,812,817,822,827,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wagner,South Dakota,1487,1585,1599,1575,1574,1578,1593,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wagoner,Oklahoma,8270,8412,No Data,8573,8689,8679,8787,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wagram,North Carolina,761,851,841,823,825,807,801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wahoo,Nebraska,4212,4548,4560,4493,4509,4475,4508,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wahpeton,North Dakota,7592,7897,7908,7812,7877,7940,7927,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Waite Hill,Ohio,575,471,471,470,No Data,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Waite Park,Minnesota,6873,6767,6790,6683,6668,7499,7551,,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wake Forest,North Carolina,30155,30499,31381,33852,35956,38477,39996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wake Village,Texas,5672,5608,5587,5446,5487,5466,5466,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wakefield,Kansas,5455,5798,5068,5018,4997,5651,5629,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wakeman,Ohio,No Data,No Data,1044,No Data,No Data,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Walbridge,Ohio,3110,3021,3040,3065,3068,3110,No Data,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,,
Walcott,Iowa,No Data,No Data,1654,1626,1624,1633,1639,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walden Village,New York,6991,7009,7056,6887,6847,6823,6810,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waldo,Florida,819,1029,1037,1025,1013,No Data,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Waldoboro,Maine,5007,5074,5044,5016,4991,5004,4954,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waldron,Arkansas,3523,3645,3644,3516,3510,3404,3406,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waldwick,New Jersey,9643,9657,9737,9936,9893,9997,10134,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wales,Massachusetts,1898,1849,1855,1872,1884,1887,1906,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walhalla,South Carolina,3477,4313,4313,4243,4258,4213,4254,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Walker,Michigan,23773,23519,23783,24158,24443,922,925,,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,,
Walker Township,Pennsylvania,985,No Data,1050,1040,1041,1029,1018,,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,0,,
Walkerton,Indiana,2175,2155,2149,No Data,2276,No Data,2289,,0,0,0,0,0,1,0,1,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,,
Wall Township,New Jersey,26387,26251,26319,26051,26074,25998,26033,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,,
