agencyName,agencyType,state,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,recent_population,zeroCount,dnrCount,reportCount,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4
Boulder City,Cities,NEVADA,15661,15481,15233,No Data,No Data,No Data,14794,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,0,0,0,0,0,0,0,0,0,0,0
Bound Brook,Cities,NEW JERSEY,10494,11300,10504,10791,10500,10437,10523,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DNR,0,0,0
Boundary,Nonmetropolitan Counties,IDAHO,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bountiful,Cities,UTAH,44003,43570,43115,42976,43888,43373,43485,,,,,2,1,0,2,1,1,1,1,1,2,1,4,0,1,2,2,0,1,1,0,1,0,1,0,0,0,0,3
Bourbon,Metropolitan Counties,KENTUCKY,1620,1627,1617,1644,"1,643",1638,1523,,,,,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourbonnais,Cities,ILLINOIS,18552,18504,18565,18623,18678,18687,19340,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourne,Cities,MASSACHUSETTS,19577,19704,19781,19875,19921,19874,19239,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bovina,Cities,TEXAS,1750,1786,1789,1841,1906,1907,1697,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bow,Cities,NEW HAMPSHIRE,7779,7711,7694,7633,7539,7529,8107,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bow Mar,Cities,COLORADO,961,935,915,900,894,881,810,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowdon,Cities,GEORGIA,2078,No Data,2063,2042,2074,2067,2008,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0
Bowie,Cities,MARYLAND,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowling Green,Cities,KENTUCKY,1169,1162,1144,1130,1127,1124,1036,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowman,Nonmetropolitan Counties,NORTH DAKOTA,No Data,No Data,No Data,954,971,No Data,No Data,,,,,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Box Butte,Nonmetropolitan Counties,Nebraska,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
Box Elder,Cities,SOUTH DAKOTA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boxborough,Cities,Massachusetts,5223,5215,5185,5151,5094,5026,No Data,,,,,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boxford,Cities,MASSACHUSETTS,8271,8275,8233,8145,8099,8014,8194,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Boyceville,Cities,Wisconsin,1106,1108,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Boyd,Metropolitan Counties,KENTUCKY,1362,1308,1271, Nan,No Data,No Data,No Data,,,,,0,0,1,0,DNR,DNR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyertown,Cities,PENNSYLVANIA,No Data,4032,4041,4047,4069,No Data,3960,,,,,0,0,0,0,No Data,No Data,No Data,No Data,0,DNR,0,DNR,0,0,DNR,DNR,0,0,0,0,0,DNR,DNR,0,No Data,No Data,No Data,No Data
Boykins,Cities,VIRGINIA,539,539,548,554,565,571,590,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyle,Nonmetropolitan Counties,KENTUCKY,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boylston,Cities,MASSACHUSETTS,4551,4507,4463,4417,4410,4382,4384,,,,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyne City,Cities,MICHIGAN,3785,3767,3770,3757,3749,3732,3049,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boynton Beach,Cities,FLORIDA,No Data,No Data,71801,70692,69937,69147,70574,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Bozeman,Cities,MONTANA,44739,42826,40525,39167,38289,37611,40892,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braceville,Cities,Ohio,No Data,2762,No Data,2805,2842,2858,No Data,,,,,No Data,No Data,No Data,No Data,DNR,0,0,0,0,0,0,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,0,0,DNR,DNR,No Data,No Data,No Data,No Data
Bracken,Metropolitan Counties,KENTUCKY,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Brackenridge,Cities,PENNSYLVANIA,3201,3222,3236,3249,3271,3270,3234,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,DNR,0,0,0,0,0
Brackettville,Cities,TEXAS,1649,No Data,No Data,No Data,No Data,1724,1769,,,,,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Bradbury,Cities,CALIFORNIA,1097,1097,1084,1080,1067,1060,1092,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braddock,Cities,PENNSYLVANIA,2122,No Data,No Data,2151,No Data,2166,2662,,,,,0,0,0,0,DNR,0,DNR,DNR,No Data,No Data,No Data,No Data,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Braddock Hills,Cities,PENNSYLVANIA,1857,1868,1875,1876,1887,1886,1816,,,,,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0
Bradenton,Cities,FLORIDA,No Data,No Data,52350,51023,50878,50221,54337,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Bradenton Beach,Cities,FLORIDA,No Data,No Data,1220,1196,1203,1187,1585,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Bradford,Cities,ARKANSAS,2760,2758,2770,2777,2802,789,832,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford Township,Cities,PENNSYLVANIA,4814,4744,4803,4834,4791,4820,4927,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0
Bradley,Cities,ILLINOIS,No Data,15622,No Data, Nan,No Data,No Data,No Data,,,,,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Beach,Cities,NEW JERSEY,4261,4261,4270,4298,4323,4312,5046,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,DNR,0,0,0
Bradner,Cities,Ohio,1026,1018,1010,No Data,991,986,No Data,,,,,No Data,No Data,No Data,No Data,DNR,0,0,DNR,DNR,0,0,DNR,No Data,No Data,No Data,No Data,DNR,0,0,DNR,DNR,0,DNR,DNR,DNR,0,0,0
Brady,Cities,TEXAS,5560,5449,5568,5560,5616,5644,5286,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Lake,Cities,OHIO,464,464,462,No Data,No Data,464,499,,,,,DNR,0,0,0,DNR,DNR,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
Braham,Cities,Minnesota,1765,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Braidwood,Cities,ILLINOIS,6160,6174,6148,6214,6231,6210,6886,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brainerd,Cities,Minnesota,13327,13384,13462,13493,No Data,13695,No Data,,,,,No Data,No Data,No Data,No Data,1,DNR,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braintree,Cities,MASSACHUSETTS,37673,37772,37067,36496,36310,35962,35298,,,,,0,0,0,1,0,0,0,0,0,1,2,2,0,2,1,0,1,0,0,1,0,1,2,0,3,1,2,1
Branch,Nonmetropolitan Counties,MICHIGAN,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branch Township,Cities,PENNSYLVANIA,1774,1789,1809,1818,1833,1846,1812,,,,,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR,0,DNR,0,0,0,DNR
Branchburg Township,Cities,NEW JERSEY,14676,14571,14581,14551,14597,14507,15263,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Branchville,Cities,South Carolina,983,992,1005,1009,1028,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,DNR,DNR,DNR,0,0,DNR,DNR,0,0,0,0,0,0,0,0
Brandenburg,Cities,KENTUCKY,2885,2979,2933,2867,2733,2661,2155,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Cities,SOUTH DAKOTA,3801,3834,3883,3905,3940,3970,3873,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brandon Township,Cities,Michigan,15692,15672,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Brandon-Fairwater,Cities,Wisconsin,1221,1224,1228,1234,1260,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branford,Cities,CONNECTICUT,28168,28274,27977,28021,28055,28078,29415,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branson,Cities,MISSOURI,11593,11517,11168,10918,10759,10558,8621,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Branson West,Cities,MISSOURI,434,446,453,458,480,480,514,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brant Town,Cities,NEW YORK,2064,2068,2063,2065,2074,2074,1801,,,,,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brantley,Cities,ALABAMA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braselton,Cities,GEORGIA,9912,9041,8142,7973,7728,7610,6538,,,,,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0
Braswell,Cities,Georgia,390,385,388,382,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratenahl,Cities,OHIO,No Data,No Data,1177,1180,1188,1198,1242,,,,,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Brattleboro,Cities,VERMONT,11607,11696,11737,11784,11970,12059,11573,,,,,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brawley,Cities,CALIFORNIA,26076,26023,25695,25753,25570,25246,23464,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braxton,Nonmetropolitan Counties,WEST VIRGINIA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR
Braymer,Cities,MISSOURI,842,841,843,849,869,881,931,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0
Brazil,Cities,Indiana,No Data,No Data,8197,No Data,8098,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,DNR,0,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Brazoria,Cities,TEXAS,No Data,3089,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazos,Metropolitan Counties,TEXAS,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Brea,Cities,CALIFORNIA,42465,42043,41359,40600,40253,39744,38725,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Breathitt,Nonmetropolitan Counties,Kentucky,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
Breaux Bridge,Cities,LOUISIANA,8446,8372,8305,8236,8301,No Data,8109,,,,,DNR,0,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR
Breckenridge,Cities,COLORADO,5556,5494,5469,5638,5815,5902,5606,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breckenridge Hills,Cities,MISSOURI,4709,4714,4716,4724,4753,4763,4413,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breckinridge,Nonmetropolitan Counties,KENTUCKY,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Brecknock Township, Berks County",Cities,PENNSYLVANIA,4636,4619,4618,4614,4601,4600,5008,,,,,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Brecksville,Cities,OHIO,13390,13426,13505,13499,13554,13666,12675,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breese,Cities,ILLINOIS,4517,4515,4524,4538,4467,4455,4263,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0
Breezy Point,Cities,Minnesota,2356,2355,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0
Breitung Township,Cities,Minnesota,No Data,610,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
Bremen,Cities,INDIANA,6380,6304,4619,6203,4601,4611,4682,,,,,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bremer,Metropolitan Counties,IOWA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bremerton,Cities,WASHINGTON,39862,38755,39359,39754,39434,38321,34897,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Bremond,Cities,TEXAS,919,916,911,926,950,949,851,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Brenham,Cities,TEXAS,16736,16436,16188,16268,15988,16047,16267,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Brent,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,4361,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Brentwood,Cities,CALIFORNIA,42739,41984,40757,39635,38459,37394,38371,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevard,Metropolitan Counties,FLORIDA,7747,7695,7636,7536,"7,626",7705,6722,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brewer,Cities,MAINE,9185,9279,9335,9376,9481,9481,9097,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Brewster,Cities,MASSACHUSETTS,2350,2349,2354,2356,No Data,2407,2123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewton,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,5262,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Brian Head,Cities,UTAH,87,86,86,84,85,85,124,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0
Briar Creek Township,Cities,PENNSYLVANIA,3005,3023,3013,3020,3018,3026,3128,,,,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Briarcliff Manor Village,Cities,NEW YORK,8066,8028,8060,7976,7962,7902,7864,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Briarcliffe Acres,Cities,SOUTH CAROLINA,544,524,506,488,474,462,564,,,,,0,0,0,0,1,0,0,0,0,0,DNR,DNR,DNR,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Brice,Cities,Ohio,No Data,121,120,117,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,0,0,0,0,0,0,0,DNR,0,DNR,DNR,No Data,No Data,No Data,No Data
Brick Township,Cities,NEW JERSEY,74818,76097,75995,75371,75809,75322,79569,,,,,0,1,1,0,0,0,1,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,DNR,1,1,0
Bridge City,Cities,TEXAS,7959,7943,7911,7926,8020,8005,8421,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeport,Cities,CONNECTICUT,8402,8411,8431,8425,6138,8159,8121,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeport Township,Cities,MICHIGAN,9993,10115,10247,10341,10465,10506,10570,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridger,Cities,MONTANA,733,738,733,714,709,714,740,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeton,Cities,MISSOURI,437,445,451,25280,11569,25433,25243,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeview,Cities,ILLINOIS,16397,16499,16474,16541,16527,16496,14816,,,,,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeville,Cities,DELAWARE,5081,5109,5137,5140,5166,5164,4869,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR
Bridgewater,Cities,MASSACHUSETTS,5939,6029,5938,5817,5722,5711,5464,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgewater Township,Cities,NEW JERSEY,45251,44996,45083,45009,44884,44612,45176,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DNR,0,0,0
Bridgman,Cities,Michigan,2251,2253,2264,2275,2294,2289,No Data,,,,,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgton,Cities,MAINE,5405,5378,5337,5308,5228,5209,5608,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brielle,Cities,NEW JERSEY,4753,4756,4770,4785,4802,4790,4925,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Brier,Cities,WASHINGTON,6753,6521,6425,6303,6225,6182,6393,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brigantine,Cities,NEW JERSEY,9156,9308,9396,9411,9489,9481,12729,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brigham City,Cities,UTAH,18914,18802,18579,18217,18255,18244,18491,,,,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,DNR,DNR,DNR,0,0,0,0
Brighton,Cities,ALABAMA,1179,1173,1198,1199,1217,1223,1293,,,,,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brighton Town,Cities,NEW YORK,36889,37022,36884,36689,36856,36774,33701,,,,,0,0,0,0,0,1,DNR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brighton Township,Cities,PENNSYLVANIA,8434,8365,8276,8243,8228,8253,7956,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,DNR,1,0,0,0,0
Brilliant,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,943,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Brillion,Cities,WISCONSIN,3138,3158,3171,3193,3190,3162,2804,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brimfield,Cities,MASSACHUSETTS,3756,3750,3731,3675,3643,No Data,3813,,,,,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brimfield Township,Cities,OHIO,No Data,10381,10334,10291,10390,10384,7959,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,No Data,No Data,No Data,No Data
Brinkley,Cities,ARKANSAS,2837,2909,2964,3024,3171,3212,3004,,,,,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brisbane,Cities,CALIFORNIA,4807,4696,4482,4429,4374,4332,3712,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Briscoe,Nonmetropolitan Counties,TEXAS,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol,Cities,NEW HAMPSHIRE,16908,16976,3862,3871,17946,18048,17794,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Bay Borough,Cities,Alaska,870,942,945,985,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
